timestamp,symbol,pnl_net,cum_pnl,winrate,avg_win,avg_loss,sharpe,max_dd
2025-12-12T13:53:53.373Z,BTC/USDT,-5.0,-5.0,0.0,0.0,-5.0,0.0,0.0
